"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"LG전자강남센터어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 강남대로37길 43(서초동)","서울특별시 서초구 서초동 1365-8","서초구보건소 건강정책과","37.48465966","127.0310707","2022-07-27","","2022-12-17 11:37:14.0"
"가나안샘터어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 주흥17길 19","서울특별시 서초구 반포동 701-31","서초구보건소 건강정책과","37.50910854","127.0175989","2022-07-27","","2022-12-17 11:37:14.0"
"경기 몬테소리어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 서리풀4길 15-5 (서초동)","서울특별시 서초구 서초동 1613-19","서초구보건소 건강정책과","37.48835235","127.0213344","2022-07-27","","2022-12-17 11:37:14.0"
"고은아이어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 신반포로33길 15","서울특별시 서초구 잠원동 157","서초구보건소 건강정책과","37.5090446","127.0095233","2022-07-27","","2022-12-17 11:37:14.0"
"구립서초사랑어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 잠원로 213-3(잠원동)","서울특별시 서초구 잠원동 49-25","서초구보건소 건강정책과","37.52055888","127.0148324","2022-07-27","","2022-12-17 11:37:14.0"
"국립중앙도서관책사랑어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 반포대로 201","서울특별시 서초구 반포동 산60-1","서초구보건소 건강정책과","37.49742197","127.0032297","2022-07-27","","2022-12-17 11:37:14.0"
"근하어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 언남9길 7-11(양재동)","서울특별시 서초구 양재동 255-2","서초구보건소 건강정책과","37.47331784","127.0423754","2022-07-27","","2022-12-17 11:37:14.0"
"기쁜어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 바우뫼로9길 22-8(우면동)","서울특별시 서초구 우면동 50-5","서초구보건소 건강정책과","37.47259807","127.0264533","2022-07-27","","2022-12-17 11:37:14.0"
"까리따스어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 남부순환로 2124(방배동)","서울특별시 서초구 방배동 3274","서초구보건소 건강정책과","37.47498587","126.9843762","2022-07-27","","2022-12-17 11:37:14.0"
"꼬마숲바른i어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 양재대로2길 90","서울특별시 서초구 우면동 773","서초구보건소 건강정책과","37.45760689","127.0175687","2022-07-27","","2022-12-17 11:37:14.0"
"꿈꾸는새싹어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 방배선행길 1","서울특별시 서초구 방배동 2525","서초구보건소 건강정책과","37.4741083994","126.9825981214","2022-07-27","","2022-12-17 11:37:14.0"
"꿈터어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 바우뫼로 91","서울특별시 서초구 양재동 154-2","서초구보건소 건강정책과","37.47504047","127.031799","2022-07-27","","2022-12-17 11:37:14.0"
"나래어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 양재대로2길 33(우면동 엘에이치서초4단지)","서울특별시 서초구 우면동 788","서초구보건소 건강정책과","37.45820762","127.0240973","2022-07-27","","2022-12-17 11:37:14.0"
"남태령어린이집","시설전체","서울특별시","서초구","어린이집                                                                                                ","국민건강증진법 제9조 제4항 제9호","500","100000","02-2155-8176","서울특별시 서초구 전원말길 6(방배동)","서울특별시 서초구 방배동 2877","서초구보건소 건강정책과","37.46589698","126.9887866","2022-07-27","","2022-12-17 11:37:14.0"
